,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
171,Navy NCAA,30,19,11,.633,-3.78,-7.49,10,2,,,,,2132,1941,,,777,1792,.434,99,333,.297,479,725,.661,445,1205,414,282,97,487,633
172,Nebraska NCAA,32,20,12,.625,8.70,5.63,10,6,,,,,2290,2192,,,867,1938,.447,150,436,.344,406,649,.626,473,1263,511,319,156,552,583
173,Nevada-Las Vegas NCAA,33,20,13,.606,7.40,5.31,7,7,,,,,2292,2197,,,766,1815,.422,194,564,.344,566,863,.656,404,1267,432,196,109,450,587
174,Nevada,28,16,12,.571,0.76,0.69,11,5,,,,,2156,2119,,,748,1569,.477,179,518,.346,481,656,.733,288,967,471,192,68,462,531
175,New Hampshire,27,10,17,.370,-10.28,-4.54,6,12,,,,,1767,1889,,,621,1445,.430,166,466,.356,359,518,.693,276,911,367,150,83,429,610
176,New Mexico State,30,18,12,.600,3.74,0.05,8,8,,,,,2250,2069,,,794,1743,.456,228,608,.375,434,652,.666,383,1145,409,182,87,430,488
177,New Mexico NCAA,32,24,8,.750,14.89,5.08,11,3,,,,,2423,2109,,,846,1793,.472,301,748,.402,430,568,.757,333,1097,529,225,117,384,453
178,New Orleans,27,15,12,.556,-0.88,-2.99,9,9,,,,,1870,1813,,,655,1456,.450,142,403,.352,418,611,.684,,968,381,199,106,445,515
179,Niagara,27,14,13,.519,0.52,-1.41,10,8,,,,,1953,1901,,,683,1422,.480,125,337,.371,462,636,.726,318,946,419,156,80,415,548
180,Nicholls State NCAA,29,19,10,.655,-5.35,-5.95,15,1,,,,,2228,2194,,,798,1736,.460,157,482,.326,475,685,.693,352,962,482,298,89,457,582
181,Norfolk State,27,6,21,.222,-16.23,-5.71,0,0,,,,,1783,2047,,,661,1616,.409,102,300,.340,359,550,.653,399,980,267,246,98,485,565
182,North Carolina-Asheville,28,19,9,.679,-4.22,-5.90,11,1,,,,,2002,1872,,,707,1542,.458,119,358,.332,469,728,.644,407,1081,392,240,165,493,488
183,North Carolina A&T,27,8,19,.296,-17.99,-10.99,7,11,,,,,1849,2027,,,639,1529,.418,187,532,.352,384,604,.636,403,911,314,156,62,517,592
184,North Carolina-Greensboro,28,9,19,.321,-12.68,-4.44,6,9,,,,,1783,1986,,,654,1531,.427,124,370,.335,351,499,.703,375,1011,353,159,60,463,544
185,North Carolina State,32,17,15,.531,10.84,8.53,5,11,,,,,2062,1988,,,712,1634,.436,199,535,.372,439,613,.716,313,883,407,237,92,416,583
186,North Carolina-Wilmington,31,20,11,.645,0.41,-0.08,13,3,,,,,1920,1905,,,691,1660,.416,179,488,.367,359,539,.666,335,984,404,222,48,360,576
187,North Carolina NCAA,38,34,4,.895,26.67,10.38,13,3,,,,,3113,2494,,,1131,2184,.518,185,511,.362,666,937,.711,490,1512,699,259,188,493,533
188,North Texas,26,5,21,.192,-9.91,4.02,4,12,,,,,1992,2354,,,699,1917,.365,250,789,.317,344,491,.701,479,981,295,303,58,440,539
189,Northeastern Illinois,25,6,19,.240,-21.26,-6.00,3,13,,,,,1733,2037,,,598,1481,.404,160,482,.332,377,544,.693,,865,331,204,55,425,576
190,Northeastern,28,14,14,.500,-6.59,-5.34,9,9,,,,,1890,1925,,,670,1614,.415,142,401,.354,408,572,.713,385,998,310,212,66,418,570
191,Northern Arizona NCAA,29,21,8,.724,6.45,-5.19,13,3,,,,,2326,1954,,,806,1577,.511,254,591,.430,460,627,.734,288,982,524,226,83,486,556
192,Northern Illinois,26,10,16,.385,-3.91,-1.87,6,12,,,,,1764,1770,,,635,1504,.422,121,370,.327,373,557,.670,353,984,332,190,61,409,514
193,Northern Iowa,27,10,17,.370,-0.99,0.16,4,14,,,,,1869,1900,,,667,1673,.399,194,568,.342,341,516,.661,404,1040,371,201,105,390,557
194,Northwestern State,27,13,14,.481,-10.07,-7.79,10,6,,,,,1993,1998,,,696,1547,.450,150,410,.366,451,670,.673,363,965,412,220,48,473,672
195,Northwestern,27,10,17,.370,2.33,5.59,3,13,,,,,1636,1724,,,570,1203,.474,142,375,.379,354,579,.611,263,903,407,107,45,461,478
196,Notre Dame,27,13,14,.481,5.54,6.28,7,11,,,,,1896,1916,,,676,1514,.446,169,461,.367,375,562,.667,334,1051,460,181,76,463,477
197,Ohio State,30,8,22,.267,1.82,8.72,1,15,,,,,1978,2185,,,743,1670,.445,143,458,.312,349,607,.575,368,960,423,191,93,471,530
198,Ohio,26,5,21,.192,-11.06,2.44,3,15,,,,,1663,2014,,,596,1452,.410,117,399,.293,354,558,.634,378,961,326,122,60,509,556
199,Oklahoma State NCAA,29,22,7,.759,14.29,4.63,11,5,,,,,2288,2008,,,813,1741,.467,167,504,.331,495,703,.704,373,1069,493,249,52,404,497
200,Oklahoma NCAA,33,22,11,.667,9.40,4.18,11,5,,,,,2462,2253,,,829,1860,.446,182,518,.351,622,887,.701,473,1260,477,245,139,510,651
201,Old Dominion,28,12,16,.429,-2.70,-0.67,8,8,,,,,1738,1795,,,617,1475,.418,179,478,.374,325,528,.616,343,1049,379,158,167,420,482
202,Oral Roberts,31,19,12,.613,0.35,-4.94,12,4,,,,,2485,2234,,,890,1848,.482,268,667,.402,437,671,.651,397,1087,559,265,97,547,517
203,Oregon State,30,13,17,.433,4.79,6.25,3,15,,,,,2121,2094,,,775,1683,.460,155,472,.328,416,690,.603,386,1070,433,256,103,519,651
204,Oregon,27,13,14,.481,6.03,7.26,8,10,,,,,1859,1893,,,645,1488,.433,189,506,.374,380,560,.679,326,880,393,174,92,427,530
205,Pacific,33,23,10,.697,8.51,-0.56,14,2,,,,,2411,2086,,,841,1692,.497,236,610,.387,493,802,.615,356,1218,565,146,130,446,541
206,Penn State,32,19,13,.594,10.48,6.41,8,8,,,,,2334,2204,,,821,1735,.473,222,624,.356,470,635,.740,312,1012,513,228,180,468,561
207,Pennsylvania,29,17,12,.586,-0.64,-2.84,10,4,,,,,2075,2011,,,717,1571,.456,224,528,.424,417,611,.682,275,940,408,169,48,362,538
208,Pepperdine,27,17,10,.630,4.92,0.99,9,5,,,,,1885,1779,,,694,1494,.465,144,404,.356,353,529,.667,297,955,405,200,75,406,491
209,Pittsburgh,27,11,16,.407,2.66,5.96,6,12,,,,,1987,2076,,,745,1678,.444,157,487,.322,340,495,.687,402,979,396,241,133,465,502
210,Portland,27,14,13,.519,-3.26,0.30,7,7,,,,,1822,1821,,,660,1547,.427,147,430,.342,355,557,.637,322,932,335,235,62,417,533
211,Prairie View NCAA,30,13,17,.433,-17.13,-6.21,6,10,,,,,2175,2404,,,778,1961,.397,123,461,.267,496,824,.602,479,1249,316,276,83,529,659
212,Princeton NCAA,29,27,2,.931,11.55,-3.60,14,0,,,,,1928,1495,,,684,1374,.498,265,681,.389,295,438,.674,203,771,478,245,78,294,453
213,Providence,29,13,16,.448,7.09,7.78,7,11,,,,,1896,1916,,,660,1585,.416,131,437,.300,445,635,.701,347,961,393,249,85,426,589
214,Purdue NCAA,36,28,8,.778,20.68,9.23,12,4,,,,,3014,2602,,,1057,2185,.484,243,650,.374,657,864,.760,491,1128,680,313,137,559,586
215,Radford NCAA,30,20,10,.667,-5.03,-8.69,10,2,,,,,2271,2162,,,803,1710,.470,244,636,.384,421,611,.689,362,1049,505,237,92,533,617
216,Rhode Island NCAA,34,25,9,.735,12.58,6.43,12,4,,,,,2642,2433,,,923,2045,.451,258,689,.374,538,759,.709,432,1247,511,248,161,424,600
217,Rice,28,6,22,.214,-2.16,5.69,3,11,,,,,1772,1962,,,647,1584,.408,157,461,.341,321,506,.634,335,1020,403,158,73,420,537
218,Richmond NCAA,31,23,8,.742,6.35,-1.68,12,4,,,,,2169,1920,,,771,1691,.456,241,605,.398,386,553,.698,338,993,438,189,97,328,449
219,Rider,28,18,10,.643,1.27,-3.31,12,6,,,,,1972,1844,,,690,1469,.470,149,432,.345,443,637,.695,325,982,412,201,85,473,569
220,Robert Morris,27,8,19,.296,-12.28,-6.12,4,12,,,,,1702,1850,,,632,1516,.417,107,346,.309,331,492,.673,368,992,392,152,34,455,533
221,Rutgers,29,14,15,.483,9.47,6.74,6,12,,,,,2007,1928,,,683,1538,.444,189,535,.353,452,661,.684,355,1012,441,231,101,485,522
222,Sacramento State,26,1,25,.038,-22.40,-2.05,0,16,,,,,1517,2017,,,577,1435,.402,113,387,.292,250,450,.556,330,915,294,121,51,472,500
223,Saint Francis (PA),27,17,10,.630,-4.81,-7.46,10,6,,,,,1872,1799,,,640,1424,.449,134,378,.354,458,634,.722,354,1040,387,176,94,507,494
224,Saint Joseph's,28,11,17,.393,1.57,5.46,3,13,,,,,1872,1981,,,648,1582,.410,204,600,.340,372,551,.675,351,1026,368,139,73,396,534
225,Saint Louis NCAA,33,22,11,.667,9.48,5.51,11,5,,,,,2221,2090,,,768,1782,.431,183,517,.354,502,758,.662,378,1062,453,291,73,497,618
226,Saint Mary's (CA),26,11,15,.423,-2.55,1.73,7,7,,,,,1955,2058,,,635,1495,.425,229,613,.374,456,624,.731,343,951,336,133,40,391,496
227,Saint Peter's,27,8,19,.296,-6.18,-2.84,4,14,,,,,1862,1952,,,686,1575,.436,90,306,.294,400,613,.653,408,1032,358,180,74,459,571
228,Sam Houston State,26,9,17,.346,-10.98,-6.40,7,9,,,,,1805,1924,,,631,1392,.453,161,467,.345,382,516,.740,279,827,421,151,54,409,464
229,Samford,27,14,13,.519,-9.51,-10.34,9,7,,,,,1860,1808,,,623,1346,.463,194,569,.341,420,580,.724,258,863,385,134,76,409,476
230,San Diego State,28,13,15,.464,-1.21,3.27,5,9,,,,,1939,2050,,,661,1602,.413,175,580,.302,442,670,.660,357,999,326,221,72,475,500
231,San Diego,28,14,14,.500,-1.15,0.70,5,9,,,,,1973,1979,,,681,1438,.474,158,420,.376,453,624,.726,244,885,407,187,62,441,451
232,San Francisco NCAA,30,19,11,.633,7.97,1.48,7,7,,,,,2197,1989,,,816,1749,.467,179,518,.346,386,551,.701,419,1075,468,258,82,463,601
233,San Jose State,26,3,23,.115,-12.42,4.70,1,13,,,,,1551,1995,,,571,1528,.374,109,349,.312,300,442,.679,322,886,339,115,63,397,444
234,Santa Clara,28,18,10,.643,6.83,2.31,8,6,,,,,2050,1903,,,706,1696,.416,169,488,.346,469,688,.682,409,1063,389,232,72,388,581
235,Seton Hall,30,15,15,.500,6.24,7.73,9,9,,,,,2028,2061,,,712,1787,.398,234,730,.321,370,523,.707,394,1080,396,228,72,410,521
236,Siena,29,17,12,.586,0.30,-2.95,10,8,,,,,2417,2323,,,801,1827,.438,241,636,.379,574,715,.803,387,1159,490,307,105,,688
237,South Alabama NCAA,28,21,7,.750,7.56,-2.94,14,4,,,,,1820,1526,,,665,1371,.485,129,324,.398,361,559,.646,326,952,424,189,83,438,456
238,South Carolina State NCAA,30,22,8,.733,-5.68,-10.23,16,2,,,,,2231,2099,,,766,1657,.462,174,437,.398,525,767,.684,394,1090,320,217,130,521,606
239,South Carolina NCAA,31,23,8,.742,12.51,8.77,11,5,,,,,2211,2088,,,739,1669,.443,178,534,.333,555,802,.692,382,1164,391,183,117,468,486
240,South Florida,30,17,13,.567,2.69,3.16,7,9,,,,,1974,1988,,,672,1709,.393,158,548,.288,472,719,.656,438,1094,380,297,90,448,647
241,Southeast Missouri State,27,14,13,.519,-6.65,-5.53,10,8,,,,,1976,1939,,,699,1542,.453,208,575,.362,370,528,.701,265,933,409,160,74,361,454
242,Southeastern Louisiana,26,6,20,.231,-18.74,-8.91,2,14,,,,,2065,2230,,,758,1713,.442,227,633,.359,322,487,.661,376,967,431,184,58,472,589
243,Southern California,28,9,19,.321,2.13,7.49,5,13,,,,,2101,2251,,,758,1763,.430,228,610,.374,357,558,.640,385,1037,391,236,122,485,586
244,Southern Illinois,32,14,18,.438,1.79,2.31,8,10,,,,,2266,2258,,,816,1903,.429,243,656,.370,391,584,.670,545,1276,448,201,66,501,546
245,Southern Methodist,28,18,10,.643,5.63,0.45,6,8,,,,,2141,1967,,,740,1745,.424,202,588,.344,459,670,.685,466,1130,359,198,86,359,443
246,Southern Mississippi,33,22,11,.667,8.93,2.43,9,7,,,,,2283,2057,,,809,1717,.471,131,362,.362,534,772,.692,332,1171,476,199,123,476,597
247,Southern Utah,27,7,20,.259,-13.89,-5.41,4,12,,,,,1861,2052,,,646,1575,.410,140,492,.285,429,617,.695,310,928,347,214,126,451,598
248,Southern,27,14,13,.519,-7.85,-11.15,10,6,,,,,2333,2169,,,825,1806,.457,161,470,.343,522,802,.651,458,1056,369,298,84,437,636
249,St. Bonaventure,32,17,15,.531,4.12,3.43,6,10,,,,,2104,2082,,,744,1754,.424,135,471,.287,481,753,.639,483,1193,369,276,164,530,577
250,St. Francis (NY),27,15,12,.556,-5.54,-6.88,10,6,,,,,1929,1879,,,673,1606,.419,170,524,.324,413,622,.664,381,1027,379,251,86,481,604
251,St. John's (NY) NCAA,32,22,10,.688,11.28,6.77,13,5,,,,,2333,2181,,,820,1870,.439,145,450,.322,548,855,.641,563,1353,464,239,130,527,619
252,Stanford NCAA,35,30,5,.857,19.00,8.18,15,3,,,,,2807,2390,,,947,2080,.455,262,642,.408,651,882,.738,508,1444,569,183,111,479,640
253,Stephen F. Austin,26,10,16,.385,-14.37,-6.29,6,10,,,,,1859,2032,,,656,1515,.433,133,422,.315,414,600,.690,327,889,378,230,55,426,505
254,Stetson,26,11,15,.423,-12.30,-8.25,8,8,,,,,1815,1898,,,616,1446,.426,133,391,.340,450,644,.699,356,941,329,143,42,373,505
255,Syracuse NCAA,35,26,9,.743,11.86,7.98,12,6,,,,,2481,2345,,,867,1993,.435,199,604,.329,548,811,.676,489,1330,554,334,198,557,600
256,Temple NCAA,30,21,9,.700,12.50,7.50,13,3,,,,,1970,1820,,,668,1661,.402,216,660,.327,418,618,.676,396,1037,338,321,130,353,482
257,Tennessee-Martin,27,7,20,.259,-16.71,-4.36,5,13,,,,,1709,2002,,,628,1429,.439,144,422,.341,309,474,.652,252,856,374,202,87,482,401
258,Tennessee State,29,13,16,.448,-9.34,-5.71,8,10,,,,,2065,2051,,,734,1804,.407,248,688,.360,349,526,.663,407,1117,378,201,95,478,620
259,Tennessee Tech,30,9,21,.300,-18.50,-6.38,5,13,,,,,1974,2269,,,776,1848,.420,120,451,.266,302,504,.599,395,1147,418,251,145,555,545
260,Tennessee NCAA,29,20,9,.690,11.15,5.91,9,7,,,,,2200,2048,,,757,1776,.426,207,547,.378,479,745,.643,391,1128,392,240,174,453,584
261,Texas A&M,27,7,20,.259,0.02,2.36,1,15,,,,,2026,2089,,,761,1781,.427,127,413,.308,377,651,.579,420,1096,462,288,94,450,581
262,Texas-Arlington,29,13,16,.448,-11.37,-7.52,8,8,,,,,2078,2150,,,737,1685,.437,188,554,.339,416,603,.690,381,1032,425,197,51,435,529
263,Texas Christian NCAA,33,27,6,.818,22.13,2.54,14,0,,,,,3209,2570,,,1220,2463,.495,210,572,.367,559,763,.733,565,1466,651,365,131,507,602
264,Texas-El Paso,26,12,14,.462,0.51,2.93,3,11,,,,,1670,1709,,,580,1411,.411,127,413,.308,383,587,.652,299,948,313,150,80,335,504
265,Texas-Rio Grande Valley,27,3,24,.111,-18.48,0.93,3,15,,,,,1951,2475,,,716,1744,.411,185,640,.289,334,526,.635,309,841,393,277,35,499,546
266,Texas-San Antonio,27,16,11,.593,-5.94,-9.78,10,6,,,,,2050,1953,,,733,1603,.457,162,499,.325,422,683,.618,371,1053,406,218,116,443,560
267,Texas Southern,31,15,16,.484,-9.82,-7.34,12,4,,,,,2328,2357,,,796,1931,.412,209,694,.301,527,775,.680,458,1197,460,240,55,495,670
268,Texas State,28,17,11,.607,-5.68,-8.24,10,6,,,,,2038,1951,,,717,1563,.459,118,348,.339,486,666,.730,371,1109,384,197,68,453,596
269,Texas Tech,27,13,14,.481,4.05,5.34,7,9,,,,,2088,2123,,,714,1585,.450,208,559,.372,452,652,.693,278,984,393,169,81,390,517
270,Texas,31,14,17,.452,4.53,6.46,6,10,,,,,2463,2523,,,865,2006,.431,236,717,.329,497,731,.680,476,1250,439,229,203,518,681
271,Toledo,27,15,12,.556,4.55,0.21,10,8,,,,,1906,1749,,,632,1506,.420,170,515,.330,472,677,.697,366,1067,338,202,71,442,498
272,Towson,28,8,20,.286,-5.97,-3.69,4,14,,,,,1784,1848,,,620,1397,.444,169,446,.379,375,551,.681,272,884,361,225,56,475,517
273,Troy,27,7,20,.259,-23.08,-9.88,5,11,,,,,1913,2201,,,694,1847,.376,184,698,.264,341,515,.662,445,1102,317,244,90,447,529
274,Tulane,29,7,22,.241,-3.42,2.37,2,14,,,,,1931,2099,,,686,1766,.388,146,501,.291,413,667,.619,479,1153,370,275,155,550,634
275,Tulsa,31,19,12,.613,6.26,3.03,9,5,,,,,2115,2013,,,722,1658,.435,211,621,.340,460,671,.686,400,1190,464,234,157,574,599
276,UCLA NCAA,33,24,9,.727,13.05,11.01,12,6,,,,,2743,2654,,,985,2011,.490,169,490,.345,604,909,.664,435,1192,524,284,109,550,651
277,Utah State NCAA,33,25,8,.758,6.37,1.21,13,3,,,,,2375,2140,,,856,1771,.483,139,324,.429,524,747,.701,378,1174,352,183,68,440,574
278,Utah NCAA,34,30,4,.882,17.06,4.87,12,2,,,,,2381,1959,,,809,1685,.480,175,469,.373,588,805,.730,383,1259,496,196,111,454,619
279,Valparaiso NCAA,33,23,10,.697,1.75,-2.66,13,3,,,,,2440,2257,,,861,1831,.470,187,499,.375,531,754,.704,441,1232,531,215,90,491,643
280,Vanderbilt,33,20,13,.606,11.68,7.02,7,9,,,,,2470,2316,,,888,1900,.467,199,572,.348,495,701,.706,386,1106,469,327,80,522,576
281,Vermont,27,16,11,.593,-2.66,-6.78,11,7,,,,,2005,1884,,,704,1629,.432,141,460,.307,456,678,.673,385,1069,387,196,140,389,540
282,Villanova,29,12,17,.414,6.75,9.06,8,10,,,,,2025,2092,,,758,1761,.430,211,638,.331,298,455,.655,396,1064,474,202,133,482,527
283,Virginia Commonwealth,28,9,19,.321,-5.01,-1.72,4,12,,,,,1787,1879,,,644,1549,.416,161,530,.304,338,510,.663,372,1031,374,184,103,453,470
284,VMI,27,14,13,.519,-11.27,-5.66,8,7,,,,,2037,2022,,,734,1778,.413,205,611,.336,364,555,.656,384,980,392,280,94,426,508
285,Virginia Tech,27,10,17,.370,3.23,4.67,5,11,,,,,1787,1826,,,659,1514,.435,139,417,.333,330,489,.675,343,965,344,166,115,409,550
286,Virginia,30,11,19,.367,6.04,10.34,3,13,,,,,1972,2101,,,719,1637,.439,180,529,.340,354,542,.653,341,1090,424,134,119,495,588
287,Wagner,29,13,16,.448,-11.54,-7.33,7,9,,,,,2129,2215,,,773,1843,.419,168,475,.354,415,658,.631,434,1138,459,265,97,529,594
288,Wake Forest,30,16,14,.533,9.63,10.37,7,9,,,,,1974,1996,,,645,1594,.405,235,619,.380,449,642,.699,371,1058,298,131,104,419,506
289,Washington State,29,10,19,.345,5.02,7.82,3,15,,,,,2082,2087,,,720,1633,.441,159,428,.371,483,707,.683,360,1100,370,184,94,550,637
290,Washington NCAA,30,20,10,.667,10.32,8.32,11,7,,,,,2359,2299,,,843,1729,.488,147,417,.353,526,758,.694,365,1066,463,196,114,528,509
291,Weber State,27,14,13,.519,-0.21,-1.13,12,4,,,,,1957,1925,,,701,1580,.444,170,486,.350,385,541,.712,359,971,387,217,34,411,561
292,West Virginia NCAA,33,24,9,.727,16.24,6.95,11,7,,,,,2647,2282,,,1027,2228,.461,171,515,.332,422,688,.613,554,1325,523,407,116,445,613
293,Western Carolina,27,12,15,.444,-10.69,-6.36,6,9,,,,,1946,1979,,,722,1695,.426,150,468,.321,352,492,.715,340,961,425,216,45,379,469
294,Western Illinois,27,16,11,.593,-8.14,-6.70,11,5,,,,,1918,1896,,,679,1563,.434,174,452,.385,386,574,.672,383,1002,428,204,48,393,535
295,Western Kentucky,29,10,19,.345,-5.29,-1.33,6,12,,,,,1905,2020,,,696,1626,.428,152,457,.333,361,566,.638,367,999,359,239,114,562,627
296,Western Michigan NCAA,29,21,8,.724,10.29,1.91,14,4,,,,,2286,2043,,,800,1701,.470,209,511,.409,477,639,.746,306,929,443,275,71,427,553
297,Wichita State,31,16,15,.516,0.94,1.88,11,7,,,,,1970,1999,,,663,1741,.381,191,654,.292,453,724,.626,400,1110,383,255,60,446,717
298,William & Mary,27,20,7,.741,3.31,-4.00,13,3,,,,,1888,1668,,,654,1494,.438,187,526,.356,393,602,.653,309,978,395,215,122,374,471
299,Winthrop,27,7,20,.259,-20.04,-8.54,4,8,,,,,1712,1911,,,621,1591,.390,155,550,.282,315,510,.618,370,952,357,218,80,414,513
300,Wisconsin,31,12,19,.387,7.18,9.22,3,13,,,,,1877,1940,,,644,1579,.408,130,438,.297,459,652,.704,317,996,348,189,95,431,642
301,Wofford,27,9,18,.333,-16.06,-4.85,6,8,,,,,1746,1892,,,638,1620,.394,167,563,.297,303,478,.634,368,965,341,183,78,477,531
302,Wright State,28,10,18,.357,-4.35,1.50,3,11,,,,,1881,2010,,,678,1569,.432,107,346,.309,418,632,.661,354,1006,332,207,71,529,551
303,Wyoming,28,19,9,.679,5.49,1.53,9,5,,,,,1786,1656,,,558,1335,.418,157,455,.345,513,713,.719,281,949,307,157,68,369,553
304,Xavier NCAA,30,22,8,.733,19.46,4.76,11,5,,,,,2506,2065,,,848,1752,.484,170,487,.349,640,867,.738,437,1103,494,354,80,509,653
305,Yale,26,12,14,.462,-9.71,-6.79,7,7,,,,,1693,1742,,,554,1279,.433,150,459,.327,435,592,.735,233,845,311,215,47,461,485
306,Youngstown State,29,20,9,.690,-1.92,-7.66,11,5,,,,,2098,1872,,,754,1713,.440,199,557,.357,391,586,.667,437,1139,439,176,104,422,497
