,W-L%_x,AST_x,STL_x,BLK_x,Rk_x,SOS_x,OSRS_x,DSRS_x,FTr_x,3PAr_x,TS%_x,AST%_x,TRB%_x,TOV%_x,FGA_x,W-L%_y,AST_y,STL_y,BLK_y,Rk_y,SOS_y,OSRS_y,DSRS_y,FTr_y,3PAr_y,TS%_y,AST%_y,TRB%_y,TOV%_y,FGA_y,Round,Seed_int_x,Seed_int_y,ScoreDiff
SOS_y,-0.06429331500456185,-0.06029934394790246,-0.011375922645928105,-0.06926881537026829,0.07459471232501089,-0.09995420430523443,-0.07810042011324451,-0.07200643558417406,-0.017427538376898716,0.023123409980734064,-0.014374058209259756,-0.033581051289576634,-0.062469398823906494,0.018480334850953815,-0.04712748989277967,0.19407516190384544,0.35770728905494115,0.111309879595626,0.32627239017009624,-0.8668983111715467,1.0,0.6020241243830696,0.5440713831532549,-0.08108971452691968,-0.10830823526503082,0.1308518571733367,0.08567655215412208,0.1954953634926712,-0.23779048056842614,0.3844620464395527,0.35984511127515034,0.21607140862673957,-0.7710152999073502,-0.43480652067216913
OSRS_y,-0.07684529314216686,-0.048724531084977964,-0.00454928935677883,-0.037861617164213886,0.08895102388536026,-0.07810042011324445,-0.10133353207668139,-0.04012822259667053,-0.004673775010406292,-0.00985310497896876,-0.05446396524181787,-0.025753194684697004,-0.04440776704422882,0.042335849741810684,-0.02332501410800791,0.46293841067818187,0.6605802999180245,0.37330036741005435,0.3673447104283672,-0.6692545432361007,0.6020241243830696,1.0,-0.06423243307705154,0.006377220327387268,-0.09554279563139169,0.4722633489624222,0.07658911325106693,0.24766677212576002,-0.33120518825468026,0.682144421246106,0.3349337983161741,0.1579356383897974,-0.6622963166728861,-0.3852708375599407
DSRS_y,-0.034197940990132396,-0.04074700526658051,-0.008219177161274877,-0.060878343300106906,0.05392236808270375,-0.072006435584174,-0.040128222596670655,-0.06412268569915335,-0.01628043176768158,0.03657512821624437,0.003782738617005457,-0.030008895520347474,-0.04255435942594651,0.010513850191362476,-0.031150913331412365,0.36194360229393474,0.08279666099960552,-0.03167347590221518,0.19575710766504928,-0.616976742221347,0.5440713831532549,-0.06423243307705154,1.0,-0.10489605442882827,-0.006740026245313143,0.010953383921812037,0.14064990876989736,0.2993154711088129,-0.16467223188726202,-0.0107580856814428,0.27028928888225145,0.14687746949890287,-0.5491487251426835,-0.3398140486362394
FTr_y,-0.01730973971379618,0.0010344824651731077,0.013972027032443872,0.0074331843507006905,0.024502464353029618,-0.017427538376898706,-0.004673775010406291,-0.016280431767681607,-0.014527111911533093,-0.028631346268273107,-0.014756557356510089,-0.015930659530981734,0.0008778558854671936,0.007555162779552775,0.012740028139172103,0.028718518260817165,-0.1894160496227523,-0.09273031212876015,0.038455222531951515,0.0814570515476633,-0.08108971452691968,0.006377220327387268,-0.10489605442882827,1.0,-0.2256964103659822,0.0764043250057336,-0.08949918888927047,0.19333070272232433,0.301588738371014,-0.218879428592999,-0.04599709524525756,0.016966146212736365,0.024469603382769926,0.044213243521197786
3PAr_y,0.00423827775114151,-0.02241241193658037,-0.007512180578998307,0.03131314053820713,-0.02395253107868738,0.023123409980734106,-0.00985310497896877,0.03657512821624435,-0.02863134626827319,-0.009796567383538284,-0.008056606961998596,-0.009779436942904726,0.021041111364491872,0.013836480566278052,-0.025731086002585602,-0.026953982538230514,-0.09704137361628165,-0.06766815837131161,-0.26896133450669973,0.05200802749685065,-0.10830823526503082,-0.09554279563139169,-0.006740026245313143,-0.2256964103659822,1.0,0.22398441741307978,0.11683281884410279,-0.3852087732458907,-0.13009020675656577,-0.14642293692035568,-0.04931917114574183,-0.024287856947233004,0.09500913850846698,0.03153265958832991
TS%_y,-0.03224842739008239,-0.026385301662536824,0.03263033180092715,-0.008624279414497074,0.031946252272870526,-0.014374058209259733,-0.05446396524181793,0.0037827386170055056,-0.014756557356509995,-0.008056606961998567,-0.06105083341631222,-0.023003800635786067,-0.01784115347882036,0.031114980658593538,0.006631228191507435,0.4838626768949318,0.47938994602135543,-0.025489929765929686,-0.0009829777758626002,-0.3251720930421493,0.1308518571733367,0.4722633489624222,0.010953383921812037,0.0764043250057336,0.22398441741307978,1.0,0.3008999088726264,0.16016224133760634,0.0030273524751509772,0.0668901315100951,0.18510449664134687,0.04566355680966269,-0.32277526286826747,-0.19949312466611904
AST%_y,-0.01970856446016754,-0.0249941177423038,0.015382887252218251,-0.007264494178660598,0.0215093258344716,-0.03358105128957665,-0.02575319468469709,-0.030008895520347554,-0.015930659530981838,-0.009779436942904724,-0.02300380063578607,-0.0015097666630599135,-0.04030462400560755,-0.002911110635976461,-0.02042573681262025,0.13394004418443883,0.5996052385242009,-0.023163018167445818,-0.03821525675881721,-0.16600400877114738,0.08567655215412208,0.07658911325106693,0.14064990876989736,-0.08949918888927047,0.11683281884410279,0.3008999088726264,1.0,0.07283355749668272,0.10284897244109548,-0.05892730433843549,0.023469806678927375,0.056401264625882276,-0.1288922933921122,-0.05986679694785542
TRB%_y,-0.016670185284742657,-0.023584688444470217,0.01172330500347086,-0.026229366494654977,0.06616607086349362,-0.06246939882390656,-0.04440776704422872,-0.04255435942594656,0.0008778558854671807,0.021041111364491865,-0.017841153478820274,-0.04030462400560757,-0.07161735868171651,-0.012188959198303926,0.00908192554776113,0.4114028609395397,0.28938092713028324,-0.11840410378824016,0.23037500116724557,-0.32396982630192767,0.1954953634926712,0.24766677212576002,0.2993154711088129,0.19333070272232433,-0.3852087732458907,0.16016224133760634,0.07283355749668272,1.0,0.09230060805521659,0.21057925062539298,0.18967203056758059,0.08130630192422997,-0.36675005139771455,-0.21294185185100076
TOV%_y,0.05720104071577407,0.020050325601898875,0.03740415387005995,0.016481346108961903,-0.025785298617254846,0.018480334850953767,0.042335849741810615,0.010513850191362499,0.007555162779552742,0.01383648056627811,0.031114980658593475,-0.002911110635976427,-0.012188959198303883,-0.025883863920200704,0.021477828960655098,-0.3080605069737423,-0.16762480406471703,-0.0824244716569894,-0.016549384177113945,0.3502754889053106,-0.23779048056842614,-0.33120518825468026,-0.16467223188726202,0.301588738371014,-0.13009020675656577,0.0030273524751509772,0.10284897244109548,0.09230060805521659,1.0,-0.3724058282154892,-0.16633706235753737,-0.062307478944075616,0.309251945885423,0.20376274785297188
FGA_y,0.0006303743766869488,0.01396457529905244,0.0019963942841050805,0.006151277632860921,0.0692112856224428,-0.04712748989277966,-0.02332501410800793,-0.031150913331412376,0.012740028139172127,-0.025731086002585585,0.006631228191507431,-0.0204257368126202,0.009081925547761154,0.021477828960655077,0.030781434824534222,0.4141640143204032,0.6936156808905064,0.6062212755456384,0.46867543602458905,-0.3966009963196608,0.3844620464395527,0.682144421246106,-0.0107580856814428,-0.218879428592999,-0.14642293692035568,0.0668901315100951,-0.05892730433843549,0.21057925062539298,-0.3724058282154892,1.0,0.4498408366999404,0.03405499920812373,-0.5010573060226119,-0.37773782292223235
Round,0.3730272133741368,0.3796902781232405,0.24585890009043415,0.2561779223054204,-0.3637188735750669,0.35984511127515056,0.3349337983161741,0.2702892888822515,-0.045997095245257545,-0.049319171145741775,0.18510449664134754,0.0234698066789273,0.18967203056758064,-0.16633706235753745,0.44984083669994035,0.37302721337413663,0.3796902781232402,0.24585890009043415,0.25617792230542036,-0.3637188735750674,0.35984511127515034,0.3349337983161741,0.27028928888225145,-0.04599709524525756,-0.04931917114574183,0.18510449664134687,0.023469806678927375,0.18967203056758059,-0.16633706235753737,0.4498408366999404,1.0,-0.4381289246394963,-0.4381289246394959,1.8408678000324633e-17
Seed_int_x,-0.6378646925938893,-0.523632720488011,-0.23066220500372303,-0.409902375924593,0.8161549205177303,-0.77101529990735,-0.6622963166728866,-0.5491487251426839,0.024469603382769968,0.09500913850846687,-0.32277526286826774,-0.12889229339211222,-0.3667500513977144,0.30925194588542326,-0.5010573060226117,0.10667687788681757,0.07423328538964612,0.0027553760215852188,0.08606079037349354,-0.21545963479827782,0.21607140862673957,0.1579356383897974,0.14687746949890287,0.016966146212736365,-0.024287856947233004,0.04566355680966269,0.056401264625882276,0.08130630192422997,-0.062307478944075616,0.03405499920812373,-0.4381289246394963,1.0,-0.31556737832808424,-0.4995544892919187
Seed_int_y,0.10667687788681736,0.07423328538964612,0.002755376021585223,0.08606079037349361,-0.21545963479827768,0.21607140862673926,0.15793563838979738,0.14687746949890293,0.016966146212736306,-0.02428785694723299,0.045663556809662775,0.056401264625882276,0.08130630192422979,-0.062307478944075546,0.03405499920812366,-0.6378646925938887,-0.5236327204880107,-0.2306622050037228,-0.4099023759245927,0.8161549205177296,-0.7710152999073502,-0.6622963166728861,-0.5491487251426835,0.024469603382769926,0.09500913850846698,-0.32277526286826747,-0.1288922933921122,-0.36675005139771455,0.309251945885423,-0.5010573060226119,-0.4381289246394959,-0.31556737832808424,1.0,0.4995544892919185
ScoreDiff,0.3692066562167584,0.35718310751317034,0.21356228037818575,0.2640753281484774,-0.4872458046540921,0.43480652067216885,0.3852708375599411,0.33981404863623954,-0.04421324352119775,-0.03153265958832993,0.1994931246661197,0.059866796947855384,0.2129418518510009,-0.20376274785297208,0.3777378229222318,-0.3692066562167579,-0.35718310751317034,-0.2135622803781858,-0.2640753281484772,0.4872458046540915,-0.43480652067216913,-0.3852708375599407,-0.3398140486362394,0.044213243521197786,0.03153265958832991,-0.19949312466611904,-0.05986679694785542,-0.21294185185100076,0.20376274785297188,-0.37773782292223235,1.8408678000324633e-17,-0.4995544892919187,0.4995544892919185,1.0
